Name,Size,AC,HP,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Saving Throws,Skills,Damage Vulnerabilities,Damage Resistances,Damage Immunities,Condition Immunities,CR,Overall
Plesiosaurus,Large,13 (natural armor),3.0177514792899407,18,15,16,2,12,5,0,2,0,0,0,0,2,68
Podling,Medium,10,1.1538461538461537,15,11,14,10,10,10,0,0,0,0,0,2,0.5,70
Poison Weird,Large,13,2.57396449704142,17,16,13,11,10,10,0,0,0,3,1,7,4,77
Poisonous Snake,Tiny,13,0.08875739644970414,2,16,11,1,10,3,0,0,0,0,0,0,0.125,43
Polar Bear,Large,12 (natural armor),1.863905325443787,20,10,16,2,13,7,0,1,0,0,0,0,2,68
Poltergeist,Medium,12,0.9763313609467456,1,14,11,10,10,11,0,0,0,7,2,9,2,57
Polukranos,Gargantuan,17 (natural armor),10.29585798816568,25,15,21,4,14,10,0,1,0,0,1,0,19,89
Pony,Medium,10,0.4881656804733728,15,10,13,2,11,7,0,0,0,0,0,0,0.125,58
Precognitive Mage,Medium,11 (14 with mage armor),2.79585798816568,9,13,10,18,13,11,2,1,0,0,0,0,3,74
Priest,Medium,13 (chain shirt),1.198224852071006,10,10,12,13,16,13,0,3,0,0,0,0,2,74
Priest of Osybus,Medium,14 (natural armor),2.662721893491124,10,14,16,18,17,11,3,0,0,0,0,1,6,86
Prismari Apprentice,Small or Medium,12,1.952662721893491,10,14,13,12,13,15,2,3,0,0,0,0,2,77
Prismari Pledgemage,Small or Medium,12,2.9289940828402363,10,15,13,12,14,17,2,3,0,0,0,0,4,81
Prismari Professor of Expression,Small or Medium,13,4.304733727810651,14,16,15,15,13,19,4,5,0,2,0,0,7,92
Prismari Professor of Perfection,Small or Medium,13,4.304733727810651,14,16,15,15,13,19,4,5,0,1,0,0,7,92
Prophetess Dran,Medium,14 (breastplate),1.198224852071006,14,10,12,13,16,13,0,3,0,0,0,0,2,78
Pseudodragon,Tiny,13,0.3106508875739645,6,15,13,10,12,10,0,2,0,0,0,0,0.25,66
Psurlon,Medium,15 (mage armor),1.997041420118343,14,14,14,17,11,7,0,0,0,1,0,2,2,77
Psurlon Leader,Medium,15 (mage armor),5.636094674556213,16,14,16,20,11,7,2,1,0,1,0,2,6,84
Psurlon Ringer,Medium,13 (mage armor),1.3757396449704142,10,11,10,17,11,7,0,0,0,1,0,1,1,66
Pterafolk,Large,12 (natural armor),1.1538461538461537,15,13,12,9,10,11,0,2,0,0,0,0,1,70
Pteranodon,Medium,13 (natural armor),0.5769230769230769,12,15,10,2,9,5,0,1,0,0,0,0,0.25,53
Purple Worm,Gargantuan,18 (natural armor),10.961538461538462,28,7,22,1,8,4,2,0,0,0,0,0,15,70
Purple Wormling,Large,12 (natural armor),1.863905325443787,16,7,16,1,6,2,0,0,0,0,0,0,2,48
Quadrone,Medium,16 (natural armor),0.9763313609467456,12,14,12,10,10,11,0,1,0,0,0,0,1,69
Quaggoth,Medium,13 (natural armor),1.997041420118343,17,12,16,6,12,7,0,1,0,0,1,1,2,70
Quaggoth Spore Servant,Medium,13 (natural armor),1.997041420118343,17,12,16,2,6,1,0,0,0,0,1,5,1,54
Quaggoth Thonot,Medium,13 (natural armor),1.997041420118343,17,12,16,6,12,7,0,1,0,0,1,1,3,70
Quandrix Apprentice,Small or Medium,11,1.952662721893491,10,12,13,15,14,11,2,3,0,0,0,0,2,75
Quandrix Pledgemage,Small or Medium,12,2.9289940828402363,10,14,13,17,14,11,2,3,0,0,0,0,4,79
Quandrix Professor of Substance,Small or Medium,12,4.615384615384615,11,14,14,19,14,13,4,4,0,1,0,0,7,85
Quandrix Professor of Theory,Small or Medium,12,4.304733727810651,11,14,14,19,15,13,4,4,0,1,0,2,7,86
Quasit,Tiny,13,0.3106508875739645,5,17,10,7,10,10,0,1,0,5,1,1,1,59
Quetzalcoatlus,Huge,13 (natural armor),1.331360946745562,15,13,13,2,10,5,0,1,0,0,0,0,2,58
Quickling,Tiny,16,0.4437869822485207,4,23,13,10,12,7,0,4,0,0,0,0,1,69
Quipper,Tiny,13,0.04437869822485207,2,16,9,1,7,2,0,0,0,0,0,0,0,37
Radiant Idol,Large,18 (natural armor),6.301775147928994,23,18,19,17,20,21,2,4,0,3,0,3,11,118
Rak Tulkhesh,Huge,23 (natural armor; 25 versus ranged attacks),21.21301775147929,29,19,27,21,22,26,4,3,0,3,3,6,28,144
Rakdos,Huge,20 (natural armor),13.31360946745562,26,15,22,14,18,30,4,3,0,3,2,4,24,125
Rakdos Lampooner,Medium,12 (leather armor),1.198224852071006,11,12,13,12,9,18,0,2,0,0,0,0,2,75
"Rakdos Performer, Blade Juggler",Medium,13,0.9763313609467456,13,17,12,10,8,15,2,2,0,0,0,0,1,75
"Rakdos Performer, Fire Eater",Medium,13,0.9763313609467456,13,17,12,10,8,15,2,2,0,0,0,0,1,75
"Rakdos Performer, High-Wire Acrobat",Medium,13,0.9763313609467456,13,17,12,10,8,15,2,2,0,0,0,0,1,75
Rakshasa,Medium,16 (natural armor),4.881656804733727,14,17,18,13,16,20,0,2,1,0,3,0,13,98
Rat,Tiny,10,0.04437869822485207,2,11,9,2,10,4,0,0,0,0,0,0,0,38
Raven,Tiny,12,0.04437869822485207,2,14,8,2,12,6,0,1,0,0,0,0,0,44
Razerblast,Medium,17 (splint armor),4.970414201183432,16,11,16,9,10,13,0,2,0,0,1,0,5,75
Reaper of Bhaal,Medium,15,1.198224852071006,11,20,13,15,12,16,0,4,0,0,0,0,2,87
Reckoner,Medium,18 (plate armor),2.3076923076923075,16,12,15,15,12,10,0,3,0,0,0,0,4,80
Red Abishai,Medium,22 (natural armor),12.825443786982248,23,16,19,14,15,19,3,2,0,3,2,2,19,106
Red Dragon Wyrmling,Medium,17 (natural armor),3.328402366863905,19,10,17,12,11,15,4,2,0,0,1,0,4,84
Red Greatwyrm,Gargantuan,22 (natural armor),23.653846153846153,30,14,30,21,20,26,4,3,0,0,1,3,27,141
Red Slaad,Large,14 (natural armor),4.127218934911243,16,12,16,6,6,7,0,1,0,5,0,0,5,63
Red Wizard,Medium,12 (15 with mage armor),1.7751479289940828,9,14,11,17,12,11,2,2,0,0,0,0,6,74
Redbrand Ruffian,Medium,14 (studded leather),0.7100591715976331,11,14,12,9,9,11,0,1,0,0,0,0,0.5,66
Redcap,Small,14 (natural armor),1.997041420118343,18,13,18,10,12,9,0,2,0,0,0,0,3,80
Reduced-Threat Aboleth,Large,17 (natural armor),2.9733727810650885,21,9,15,18,15,18,3,2,0,0,0,0,10,96
Reduced-Threat Basilisk,Medium,15 (natural armor),1.1538461538461537,16,8,15,2,8,7,0,0,0,0,0,0,3,56
Reduced-Threat Behir,Large,17 (natural armor),3.727810650887574,23,16,18,7,14,12,0,2,0,0,1,0,11,90
Reduced-Threat Beholder,Large,18 (natural armor),3.994082840236686,10,14,18,17,15,17,3,1,0,0,0,1,13,91
Reduced-Threat Black Pudding,Large,7,1.863905325443787,16,5,16,1,6,1,0,0,0,0,4,6,4,45
Reduced-Threat Carrion Crawler,Large,13 (natural armor),1.1094674556213018,14,13,16,1,12,5,0,1,0,0,0,0,2,61
Reduced-Threat Clay Golem,Large,14 (natural armor),2.9289940828402363,20,9,18,3,8,1,0,0,0,0,5,6,9,59
Reduced-Threat Darkmantle,Small,11,0.4881656804733728,16,12,13,2,10,5,0,1,0,0,0,0,0.5,58
Reduced-Threat Displacer Beast,Large,13 (natural armor),1.863905325443787,18,15,16,6,12,8,0,0,0,0,0,0,3,75
Reduced-Threat Dragon Turtle,Large,20 (natural armor),7.544378698224851,25,10,20,10,12,12,3,0,0,1,0,0,17,89
Reduced-Threat Ettercap,Medium,13 (natural armor),0.9763313609467456,14,15,13,7,12,8,0,3,0,0,0,0,2,69
Reduced-Threat Flesh Golem,Medium,9,2.0414201183431953,19,9,18,6,10,5,0,0,0,0,4,6,5,67
Reduced-Threat Glabrezu,Large,17 (natural armor),3.4615384615384612,20,15,21,19,17,16,4,0,0,5,1,1,9,108
Reduced-Threat Gray Ooze,Medium,8,0.4881656804733728,12,6,16,1,6,2,0,1,0,3,0,6,0.5,43
Reduced-Threat Helmed Horror,Medium,"20 (plate armor, shield)",1.331360946745562,18,13,16,10,10,10,0,1,0,3,3,8,4,77
Reduced-Threat Hezrou,Large,16 (natural armor),3.0177514792899407,19,17,20,5,12,13,3,0,0,5,1,1,8,86
Reduced-Threat Hook Horror,Large,15 (natural armor),1.6420118343195265,18,10,15,6,12,7,0,1,0,0,0,0,3,68
Reduced-Threat Ochre Jelly,Large,8,0.9763313609467456,15,6,14,2,6,1,0,0,0,1,2,6,2,44
Reduced-Threat Otyugh,Large,14 (natural armor),2.529585798816568,16,11,19,6,13,6,1,0,0,0,0,0,5,71
Reduced-Threat Owlbear,Large,13 (natural armor),1.28698224852071,20,12,17,3,12,7,0,1,0,0,0,0,3,71
Reduced-Threat Peryton,Medium,13 (natural armor),0.7100591715976331,16,12,13,9,12,10,0,1,0,3,0,0,2,72
Reduced-Threat Remorhaz,Large,17 (natural armor),4.304733727810651,24,13,21,4,10,5,0,0,0,0,2,0,11,77
Reduced-Threat Stone Golem,Large,17 (natural armor),3.949704142011834,22,9,20,3,11,1,0,0,0,0,4,6,10,66
Reduced-Threat Vrock,Large,15 (natural armor),2.3076923076923075,17,15,18,8,13,8,3,0,0,5,1,1,6,79
Reduced-Threat Wight,Medium,14 (studded leather),0.9763313609467456,15,14,16,10,13,15,0,2,0,3,1,2,3,83
Reduced-Threat Wyvern,Large,13 (natural armor),2.4408284023668636,19,10,16,5,12,6,0,1,0,0,0,0,6,68
Reef Shark,Medium,12 (natural armor),0.9763313609467456,14,13,13,1,10,4,0,1,0,0,0,0,0.5,55
Reflection,Medium,12,0.7100591715976331,6,14,13,6,10,8,0,1,1,5,2,8,0.5,57
Regenerating Black Pudding,Large,7,3.7721893491124256,16,5,16,6,6,1,0,0,0,0,4,6,5,50
Reghed Chieftain,Medium,"16 (studded leather, shield)",4.970414201183432,18,15,16,10,12,15,3,3,0,0,0,0,5,86
Reghed Great Warrior,Medium,"16 (studded leather, shield)",4.970414201183432,18,15,16,10,12,15,3,3,0,0,0,0,5,86
Reghed Shaman,Medium,11 (16 with barkskin),1.198224852071006,10,12,13,12,15,11,0,4,0,0,0,0,2,73
Reghed Warrior,Medium,12 (hide armor),0.4881656804733728,13,11,12,8,11,8,0,1,0,0,0,0,0.125,63
Reigar,Medium,19 (glory),3.6390532544378695,18,15,12,19,16,24,4,4,0,0,0,0,8,104
Reindeer,Large,10,0.5769230769230769,16,10,12,2,10,6,0,0,0,0,0,0,0.25,56
Relentless Juggernaut,Large,17 (natural armor),7.144970414201183,22,12,22,8,15,16,3,2,0,0,0,3,12,95
Relentless Slasher,Medium,15 (natural armor),3.727810650887574,12,18,14,14,15,16,4,3,0,0,0,2,8,89
Relic Sloth,Huge,13 (natural armor),3.3727810650887573,20,9,17,2,12,8,0,1,0,0,0,0,2,68
Remorhaz,Huge,17 (natural armor),8.653846153846153,24,13,21,4,10,5,0,0,0,0,2,0,11,77
Replica Duodrone,Medium,15 (natural armor),0.4881656804733728,11,13,12,6,10,7,0,0,0,0,0,0,0.25,59
Replica Monodrone,Medium,15 (natural armor),0.22189349112426035,10,13,12,4,10,5,0,0,0,0,0,0,0.125,54
Replica Pentadrone,Large,16 (natural armor),1.4201183431952662,15,14,12,10,10,13,0,1,0,0,0,0,2,74
Replica Quadrone,Medium,16 (natural armor),0.9763313609467456,12,14,12,10,10,11,0,1,0,0,0,0,1,69
Replica Tridrone,Medium,15 (natural armor),0.7100591715976331,12,13,12,9,10,9,0,0,0,0,0,0,0.5,65
Retriever,Large,19 (natural armor),9.319526627218934,22,16,20,3,11,4,3,2,0,0,5,5,14,76
Returned Drifter,Medium,13 (leather armor),0.4881656804733728,14,15,12,10,12,11,0,0,0,1,1,1,0.25,74
Returned Kakomantis,Medium,15 (natural armor),2.8846153846153846,10,17,14,13,12,15,0,3,0,1,1,1,4,81
Returned Palamnite,Medium,15 (natural armor),2.8846153846153846,10,17,14,13,12,15,0,3,0,1,1,1,4,81
Returned Sentry,Medium,"15 (leather armor, shield)",0.9763313609467456,16,15,12,10,12,11,0,0,0,1,1,1,1,76
Revenant,Medium,13 (leather armor),6.035502958579881,18,14,18,13,16,18,4,0,0,2,1,6,5,97
Rhinoceros,Large,11 (natural armor),1.997041420118343,21,8,15,2,12,6,0,0,0,0,0,0,2,64
Riding Horse,Large,10,0.5769230769230769,16,10,12,2,11,7,0,0,0,0,0,0,0.25,58
Rip Tide Priest,Medium,13 (chain shirt),2.3076923076923075,15,11,14,10,11,16,0,3,0,0,0,0,2,77
Riverine,Large,14,9.053254437869821,20,19,17,12,16,21,3,3,0,2,0,0,12,105
Roc,Gargantuan,15 (natural armor),11.005917159763314,28,10,20,3,10,9,4,1,0,0,0,0,11,80
Rock Gnome Recluse,Small,10 (13 with mage armor),0.3106508875739645,6,11,10,15,10,13,0,2,0,0,0,0,0.25,65
Rooster,Tiny,13,0.04437869822485207,5,16,8,2,14,6,0,1,0,0,0,0,0,51
Roper,Large,20 (natural armor),4.127218934911243,18,8,17,7,16,6,0,2,0,0,0,0,5,72
Rot Troll,Large,16 (natural armor),6.124260355029586,18,13,22,5,8,4,0,1,0,0,1,0,9,70
Rothé,Large,10,0.665680473372781,18,10,14,2,10,4,0,0,0,0,0,0,0.25,58
Rowboat Mimic,Large,12 (natural armor),2.9733727810650885,17,12,15,5,13,8,0,1,0,0,1,1,2,70
Rubblebelt Stalker,Medium,14 (piecemeal armor),0.4881656804733728,10,15,12,10,14,8,0,3,0,0,0,0,0.5,69
Rug of Smothering,Large,12,1.4644970414201182,17,14,10,1,3,1,0,0,0,0,2,7,2,46
Ruidium Elephant,Huge,16 (natural armor),6.124260355029586,24,9,21,3,11,6,0,0,0,0,0,2,8,74
Ruin Grinder,Large,16 (natural armor),3.6390532544378695,22,13,15,3,10,1,0,0,0,0,2,5,5,64
Runed Behir,Huge,17 (natural armor),7.455621301775148,23,16,18,7,14,12,0,2,0,0,1,0,11,90
Rust Monster,Medium,14 (natural armor),1.198224852071006,13,12,13,2,13,6,0,0,0,0,0,0,0.5,59
Rutterkin,Medium,12,1.6420118343195265,14,15,17,5,12,6,0,0,0,3,1,3,2,69
Saber-Toothed Tiger,Large,12,2.3076923076923075,18,14,15,3,12,8,0,2,0,0,0,0,2,70
Sacred Statue,Large,19 (natural armor),4.215976331360946,19,8,19,14,19,16,1,0,0,5,3,6,0,95
Sacred Stone Monk,Medium,14,0.9763313609467456,13,15,12,10,14,9,0,3,0,0,0,0,0.5,73
Sage,Medium,10,0.9763313609467456,8,10,10,18,15,11,0,7,0,0,0,0,0.5,72
Sahuagin,Medium,12 (natural armor),0.9763313609467456,13,11,12,12,13,9,0,1,0,0,0,0,0.5,70
Sahuagin Baron,Large,16 (breastplate),3.3727810650887573,19,15,16,14,13,17,4,1,0,0,0,0,5,94
Sahuagin Blademaster,Medium,"20 (plate armor, shield)",4.304733727810651,16,12,14,12,11,12,2,2,0,0,0,0,6,77
Sahuagin Champion,Medium,16 (natural armor),3.150887573964497,16,14,12,12,13,9,0,1,0,0,0,0,3,76
Sahuagin Coral Smasher,Medium,14 (natural armor),1.4644970414201182,16,12,12,12,13,9,0,1,0,0,0,0,1,74
Sahuagin Deep Diver,Medium,15 (natural armor),4.038461538461538,14,16,15,12,13,9,2,2,0,0,0,0,4,79
Sahuagin Hatchling Swarm,Large,14,2.3076923076923075,9,18,12,3,10,3,0,0,0,3,0,8,3,55
Sahuagin High Priestess,Medium,14 (natural armor),3.150887573964497,14,12,14,12,16,10,1,2,0,0,0,0,5,78
Sahuagin Priestess,Medium,12 (natural armor),1.4644970414201182,13,11,12,12,14,13,0,2,0,0,0,0,2,75
Sahuagin Warlock of Uk'otoa,Medium,14 (natural armor),0.9763313609467456,14,10,11,8,8,16,0,2,0,0,0,0,3,67
Sahuagin Wave Shaper,Medium,14 (natural armor),2.662721893491124,10,12,12,16,14,12,1,3,0,0,0,0,5,76
Salamander,Large,15 (natural armor),3.994082840236686,18,14,15,11,10,12,0,0,1,3,1,0,5,80
Sapphire Dragon Wyrmling,Medium,16 (natural armor),1.997041420118343,17,14,16,14,13,14,4,4,0,2,0,1,3,88
Sapphire Greatwyrm,Gargantuan,21 (natural armor),22.5,28,14,29,30,24,25,4,3,0,0,1,4,26,150
Sapphire Sentinel,Large,17 (natural armor),7.899408284023668,22,9,20,3,11,1,0,0,0,0,4,6,10,66
Satyr,Medium,14 (leather armor),1.3757396449704142,12,16,11,12,10,14,0,3,0,0,0,0,0.5,75
Satyr Reveler,Medium,13,1.4644970414201182,12,16,13,12,10,16,0,3,0,0,0,0,1,79
Satyr Thornbearer,Medium,15 (leather armor),1.6863905325443787,12,18,12,11,13,14,0,3,0,0,0,0,2,80
Scaladar,Huge,19 (natural armor),4.171597633136095,19,10,25,1,12,1,0,0,0,3,3,3,8,68
Scarecrow,Medium,11,1.5976331360946745,11,13,11,10,10,13,0,0,1,3,1,6,1,68
Scholarly Agent,Small or Medium,11,0.9763313609467456,10,12,12,16,12,10,1,3,0,0,0,0,1,72
Scholarly Excavator,Small or Medium,16 (breastplate),2.9733727810650885,15,14,16,14,14,12,2,3,0,0,0,0,3,85
Scholarly Mastermind,Small or Medium,12,3.6390532544378695,10,14,13,18,16,14,2,4,0,0,0,0,5,85
Scorchbringer Guard,Medium,16 (breastplate),0.4881656804733728,13,14,12,10,9,10,0,0,0,0,0,0,0.5,68
Scorpion,Tiny,11 (natural armor),0.04437869822485207,2,11,8,1,8,2,0,0,0,0,0,0,0,32
Scout,Medium,13 (leather armor),0.7100591715976331,11,14,12,11,13,11,0,4,0,0,0,0,0.5,72
Scrag,Large,15 (natural armor),3.727810650887574,18,13,20,7,9,7,0,1,0,0,0,0,5,74
Scufflecup Teacup,Tiny,12,0.22189349112426035,4,14,10,3,3,1,0,0,0,0,1,3,0,35
Scuttling Serpentmaw,Small,17 (natural armor),2.8846153846153846,16,14,16,3,11,3,0,1,0,0,0,0,4,63
Sea Elf,Medium,11,0.4881656804733728,10,13,12,11,11,12,0,1,0,0,0,0,0.125,69
Sea Elf Scout,Medium,13 (leather armor),0.7100591715976331,11,14,12,11,13,11,0,4,0,0,0,0,0.5,72
Sea Fury,Medium,14 (natural armor),4.659763313609467,19,15,16,12,12,18,0,4,0,0,5,2,12,92
Sea Hag,Medium,14 (natural armor),2.3076923076923075,16,13,16,12,12,13,0,0,0,0,0,0,2,82
Sea Horse,Tiny,11,0.04437869822485207,1,12,8,1,10,2,0,0,0,0,0,0,0,34
Sea Lion,Large,15 (natural armor),3.994082840236686,17,15,15,3,12,8,0,2,0,0,0,0,5,70
Sea Spawn,Medium,11 (natural armor),1.4201183431952662,15,8,15,6,10,8,0,0,0,0,0,0,1,62
Seal,Medium,11,0.3994082840236686,10,12,11,3,12,5,0,0,0,0,0,0,0,53
Sentient Gray Ooze,Medium,8,0.9763313609467456,12,6,16,5,6,2,0,1,0,3,0,5,0.5,47
Sentient Ochre Jelly,Large,8,1.997041420118343,15,6,14,5,6,1,0,0,0,1,2,5,2,47
Sergeant,Medium,"16 (chain shirt, shield)",0.4881656804733728,13,12,12,10,11,10,0,1,0,0,0,0,0.125,68
Sergeant,Medium,"16 (chain shirt, shield)",0.4881656804733728,13,12,12,10,11,10,0,1,0,0,0,0,0.125,68
Servitor Thrull,Small,11,0.9763313609467456,11,13,14,6,6,3,0,0,0,0,1,2,0.25,53
Setessan Hoplite,Medium,"16 (leather, shield)",2.57396449704142,14,16,14,13,16,11,2,3,0,0,0,0,4,84
Shadar-kai Gloom Weaver,Medium,14,4.615384615384615,11,18,14,15,12,18,2,0,0,0,1,2,9,88
Shadar-kai Shadow Dancer,Medium,15 (studded leather),3.150887573964497,12,16,13,11,12,12,2,1,0,1,0,2,7,76
Shadar-kai Soul Monger,Medium,15 (studded leather),6.035502958579881,8,17,14,19,15,13,3,1,0,0,2,3,11,86
Shadow,Medium,12,0.7100591715976331,6,14,13,6,10,8,0,1,1,7,2,8,0.5,57
Shadow Assassin,Medium,14,3.4615384615384612,6,19,14,13,12,14,2,2,1,7,2,8,9,78
Shadow Demon,Medium,13,2.9289940828402363,1,17,12,14,13,14,2,1,1,6,3,7,4,71
Shadow Horror,Large,13,5.325443786982248,12,16,14,2,17,18,0,2,1,0,0,1,9,79
Shadow Mastiff,Medium,12,1.4644970414201182,16,14,13,5,12,5,0,2,0,3,0,0,2,65
Shadow Mastiff Alpha,Medium,12,1.952662721893491,16,14,13,6,12,5,0,2,0,3,0,0,3,66
Shadow Spirit,Medium,11 + the level of the spell (natural armor),1.5532544378698223,13,16,15,4,10,16,0,0,0,1,0,1,0,74
Shadowghast,Medium,15,2.1745562130177514,14,20,12,12,11,8,0,2,0,1,1,3,5,77
Shadrix Silverquill,Gargantuan,21 (natural armor),16.1094674556213,25,14,23,18,18,26,4,4,0,0,2,0,22,124
Shambling Mound,Large,15 (natural armor),6.035502958579881,18,8,16,5,10,5,0,1,0,2,1,3,5,62
Shapechanged Roper,Large,20 (natural armor),4.127218934911243,18,8,17,7,16,6,0,2,0,0,0,0,5,72
Shard Shunner,Small,12,1.198224852071006,10,15,12,11,10,8,0,2,0,0,3,0,2,66
Sharkbody Abomination,Large,12 (natural armor),1.997041420118343,18,13,15,1,10,4,0,1,0,0,0,0,2,61
Sheep,Small,10,0.1331360946745562,12,10,11,2,10,5,0,0,0,0,0,0,0,50
Shell Shark,Medium,18 (shell plate armor),1.4201183431952662,15,12,14,3,10,7,1,1,0,0,0,0,2,61
Shield Dwarf Guard,Medium,"16 (chain shirt, shield)",0.4881656804733728,13,12,12,10,11,10,0,1,0,1,0,0,0.125,68
Shield Dwarf Noble,Medium,15 (breastplate),0.3994082840236686,11,12,11,12,14,16,0,3,0,1,0,0,0.125,76
Shield Guardian,Large,17 (natural armor),6.301775147928994,18,8,18,7,10,3,0,0,0,0,1,5,7,64
Shifter,Medium,14 (leather armor),0.8431952662721893,12,16,14,11,15,10,0,4,0,0,0,0,0.5,78
Shoosuva,Large,14 (natural armor),6.035502958579881,18,13,17,7,14,9,3,0,0,3,1,3,8,78
Shrieker,Medium,5,0.5769230769230769,1,1,10,1,3,1,0,0,0,0,0,3,0,17
Sibriex,Huge,19 (natural armor),6.65680473372781,10,3,23,25,24,25,2,3,0,5,1,1,18,110
Silver Dragon Wyrmling,Medium,17 (natural armor),1.997041420118343,19,10,17,12,11,15,4,2,0,0,1,0,2,84
Silver Greatwyrm,Gargantuan,22 (natural armor),25.07396449704142,30,16,29,21,22,30,5,3,0,0,1,3,28,148
Silverquill Apprentice,Small or Medium,12,1.952662721893491,10,14,13,12,11,15,2,3,0,0,0,0,2,75
Silverquill Pledgemage,Small or Medium,13,2.9289940828402363,10,16,13,12,11,17,3,3,0,0,0,0,4,79
Silverquill Professor of Radiance,Small or Medium,12,4.304733727810651,11,14,14,16,13,19,4,4,0,1,0,0,7,87
Silverquill Professor of Shadow,Small or Medium,12,4.304733727810651,11,14,14,16,13,19,4,4,0,1,0,0,7,87
Simic Merfolk,Medium,11,0.4881656804733728,10,13,12,11,11,12,0,1,0,0,0,0,0.125,69
Sire of Insanity,Huge,17 (natural armor),6.967455621301775,23,6,19,14,19,22,4,2,0,5,1,1,12,103
Sivak Draconian,Large,16 (natural armor),2.529585798816568,18,10,18,13,10,10,2,0,0,0,0,0,4,79
Skeletal Alchemist,Medium,11,1.4201183431952662,9,13,15,14,10,9,0,1,1,0,1,2,0.5,70
Skeletal Bloodfin,Large,16 (natural armor),4.127218934911243,20,14,16,2,10,3,0,1,0,2,1,5,9,65
Skeletal Juggernaut,Large,13 (armor scraps),6.301775147928994,16,14,15,6,8,5,0,0,1,0,1,2,5,64
Skeletal Knight,Medium,18 (plate),4.970414201183432,20,10,16,13,14,10,2,0,0,0,1,2,7,83
Skeletal Rats,Medium,10,1.0650887573964496,9,11,9,2,10,3,0,0,0,3,0,8,0.25,44
Skeletal Swarm,Large,13 (armor scraps),2.662721893491124,12,14,15,6,8,5,0,0,1,2,1,9,2,60
Skeleton,Medium,13 (armor scraps),0.5769230769230769,10,14,15,6,8,5,0,0,1,0,1,2,0.25,58
Skeleton Key,Medium,13 (armor scraps),0.5769230769230769,10,14,15,6,8,5,0,0,1,0,1,2,0.25,58
Skittering Horror,Huge,17 (natural armor),10.118343195266272,22,16,17,2,14,18,0,2,1,0,0,1,15,89
Skitterwidget,Medium,18 (natural armor),3.7721893491124256,16,14,18,3,10,1,0,0,0,0,2,6,5,62
Skulk,Medium,14,0.7988165680473372,6,19,10,10,7,1,1,1,0,0,0,1,0.5,53
Skull Flier,Medium,16 (natural armor),1.0650887573964496,10,14,10,1,10,3,0,0,0,0,2,5,0.5,48
Skull Lasher of Myrkul,Medium,12,1.4201183431952662,10,14,15,16,13,10,1,2,0,0,0,0,1,78
Skull Lord,Medium,18 (plate),4.970414201183432,14,16,17,16,15,21,0,4,0,4,1,8,15,99
Skum,Medium,14 (natural armor),4.127218934911243,19,11,18,7,12,9,0,1,0,1,0,0,5,76
Skyjek Roc,Large,15 (breastplate),1.6420118343195265,20,13,14,3,10,8,2,1,0,0,0,0,2,68
Skyswimmer,Gargantuan,18 (natural armor),9.585798816568047,23,15,16,7,12,6,1,1,0,0,0,0,13,79
Skyweaver,Medium,12 (15 with mage armor),1.952662721893491,8,14,12,11,10,16,0,2,0,0,0,0,3,71
Slaad Tadpole,Tiny,12,0.4437869822485207,7,15,10,3,5,3,0,1,0,5,0,0,0.125,43
Sled Dog,Medium,13 (natural armor),0.4881656804733728,12,15,12,3,12,6,0,2,0,0,0,0,0.25,60
Slithering Bloodfin,Large,16 (natural armor),4.127218934911243,20,14,16,2,10,3,0,1,0,0,1,1,9,65
Slithering Tracker,Medium,14,1.7307692307692306,16,19,15,10,14,11,0,2,2,3,0,9,3,85
Smoke Mephit,Small,12,0.9763313609467456,6,14,12,10,10,11,0,2,0,0,2,1,0.25,63
Snake Horror,Medium,"20 (plate armor, shield)",2.662721893491124,18,13,16,10,10,10,0,1,0,3,3,8,4,77
Sneak,Small,13 (shield),0.3994082840236686,8,13,12,11,12,9,1,2,0,0,0,0,0,65
Snow Golem,Medium,8,1.7307692307692306,15,6,14,1,6,1,0,0,1,0,4,6,3,43
Snow Leopard,Large,12,1.6420118343195265,17,15,14,3,12,8,0,2,0,0,0,0,1,69
Snow Maiden,Medium,12,0.9763313609467456,1,14,11,10,10,11,0,0,0,6,3,9,1,57
Snowy Owlbear,Large,13 (natural armor),2.618343195266272,20,12,17,3,12,7,0,1,0,0,0,0,3,71
Solar,Large,21 (natural armor),10.784023668639053,26,22,26,25,25,30,3,1,0,3,2,4,21,154
Solar Dragon Wyrmling,Medium,15 (natural armor),2.2633136094674553,16,15,18,11,12,10,4,2,0,0,1,1,3,82
Soldier,Medium,"18 (chain mail, shield)",0.7100591715976331,13,12,12,10,11,11,0,2,0,0,0,0,0.5,69
Sorrowfish,Tiny,13,0.04437869822485207,2,16,9,1,7,2,0,0,0,0,1,0,0,37
Soul Shaker,Large,13 (natural armor),3.3727810650887573,20,8,18,8,11,14,0,0,0,1,1,9,4,79
Space Clown,Medium,13,2.57396449704142,16,16,14,11,11,16,0,3,0,0,0,0,2,84
Space Eel,Small,14,0.3106508875739645,12,18,11,1,10,1,0,0,0,0,0,0,0.5,53
Space Guppy,Small,13,0.1331360946745562,3,16,10,1,10,1,0,0,0,0,0,0,0,41
Space Hamster,Tiny,15,0.4437869822485207,1,20,10,6,12,6,0,2,0,0,0,0,0.25,55
Space Hamster,Tiny,10,0.04437869822485207,2,11,9,2,10,4,0,0,0,0,0,0,0,38
