Name,AC,HP,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Saving Throws,Skills,Damage Vulnerabilities,Damage Resistances,Damage Immunities,Condition Immunities,CR,gargantuan,huge,large,medium,or,small,tiny,Overall
Necromancer Wizard,12,4.881656804733727,9,14,12,17,12,11,2,2,0,1,0,0,9,0,0,0,1,0,0,0,75
Necromite of Myrkul,11,0.5769230769230769,10,13,15,16,11,10,0,2,0,0,0,0,0.5,0,0,0,1,0,0,0,75
Necrotic Centipede,17,8.653846153846153,24,13,21,4,10,5,0,0,0,0,2,0,11,0,1,0,0,0,0,0,77
Needle Blight,12,0.4881656804733728,12,12,13,4,8,3,0,0,0,0,0,2,0.25,0,0,0,1,0,0,0,52
Neh-thalggu,14,4.215976331360946,15,8,18,12,11,7,0,0,0,0,0,0,4,0,0,1,0,0,0,0,71
Neogi,15,1.4644970414201182,6,16,14,13,12,15,0,2,0,0,0,0,3,0,0,0,0,0,1,0,76
Neogi Hatchling,11,0.3106508875739645,3,13,10,6,10,9,0,0,0,0,0,0,0.125,0,0,0,0,0,0,1,51
Neogi Hatchling Swarm,11,2.3076923076923075,12,13,14,6,10,9,0,0,0,3,0,8,3,0,0,0,1,0,0,0,64
Neogi Master,15,3.150887573964497,6,16,14,16,12,18,1,5,0,0,0,0,4,0,0,0,1,0,0,0,82
Neogi Pirate,16,1.4644970414201182,6,15,14,13,12,15,0,2,0,0,0,0,3,0,0,0,0,0,1,0,75
Neogi Void Hunter,14,2.57396449704142,6,16,14,16,12,18,2,5,0,0,0,0,4,0,0,0,1,0,0,0,82
Neothelid,16,10.29585798816568,27,7,21,3,16,12,3,0,0,0,0,0,13,1,0,0,0,0,0,0,86
Nereid,13,1.952662721893491,10,17,12,13,14,16,0,4,0,0,0,0,2,0,0,0,1,0,0,0,82
Nergaliid,12,1.863905325443787,18,12,20,12,10,12,0,3,0,3,2,1,3,0,0,1,0,0,0,0,84
Night Blade,12,0.4881656804733728,11,15,12,10,11,14,0,2,0,0,0,0,0.25,0,0,0,1,0,0,0,73
Night Hag,17,4.970414201183432,18,15,16,16,14,16,0,4,0,4,0,1,5,0,0,0,1,0,0,0,95
Night Scavver,14,5.059171597633136,20,15,17,1,10,1,0,2,0,0,0,0,5,0,1,0,0,0,0,0,64
Nightmare,13,3.0177514792899407,18,15,16,10,13,15,0,0,0,0,1,0,3,0,0,1,0,0,0,0,87
Nightmare Shepherd,18,5.902366863905325,19,15,18,14,17,20,2,4,0,2,1,1,11,0,0,1,0,0,0,0,103
Nightsea chil-liren,11,0.4881656804733728,10,13,12,11,11,12,0,1,0,0,0,0,0.125,0,0,0,1,0,0,0,69
Nightveil Specter,17,4.659763313609467,18,19,16,6,17,11,2,3,0,3,1,4,10,0,0,0,1,0,0,0,87
Nightwalker,14,14.955621301775148,22,19,24,6,9,8,1,0,0,7,2,8,20,0,1,0,0,0,0,0,88
Nilbog,13,0.3106508875739645,8,14,10,10,8,15,0,1,0,0,0,0,1,0,0,0,0,0,1,0,65
Nimblewright,18,1.997041420118343,12,18,17,8,10,6,1,2,0,3,0,4,4,0,0,0,1,0,0,0,71
Niv-Mizzet,22,16.420118343195266,29,14,29,30,17,25,3,3,0,3,2,1,26,1,0,0,0,0,0,0,144
Nivix Cyclops,14,5.103550295857988,24,9,22,7,10,9,2,0,0,0,2,6,8,0,0,1,0,0,0,0,81
Noble,15,0.3994082840236686,11,12,11,12,14,16,0,3,0,0,0,0,0.125,0,0,0,1,0,0,0,76
Nosferatu,17,3.7721893491124256,20,18,21,6,17,14,3,2,0,1,0,2,8,0,0,0,1,0,0,0,96
Nothic,15,1.997041420118343,14,16,16,13,10,8,0,4,0,0,0,0,2,0,0,0,1,0,0,0,77
Nupperibo,13,0.4881656804733728,16,11,13,3,8,1,0,1,0,2,2,4,0.5,0,0,0,1,0,0,0,52
Nycaloth,18,5.458579881656805,20,11,19,12,10,15,0,3,0,5,2,1,9,0,0,1,0,0,0,0,87
Nyx-Fleece Ram,14,1.198224852071006,16,14,12,3,13,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,68
Oblex Spawn,13,0.7988165680473372,8,16,15,14,11,10,2,0,0,0,0,5,0.25,0,0,0,0,0,0,1,74
Obzedat Ghost,14,4.881656804733727,10,10,13,18,20,17,2,2,0,7,2,8,8,0,0,0,1,0,0,0,88
Occult Extollant,12,4.038461538461538,12,15,14,16,15,18,2,5,0,1,0,0,6,0,0,0,1,1,1,0,90
Occult Initiate,12,2.9289940828402363,10,14,12,14,10,16,0,4,0,0,0,0,2,0,0,0,1,1,1,0,76
Occult Silvertongue,13,5.636094674556213,13,16,16,15,17,20,2,4,0,1,0,0,8,0,0,0,1,1,1,0,97
Ochre Jelly,8,1.997041420118343,15,6,14,2,6,1,0,0,0,1,2,6,2,0,0,1,0,0,0,0,44
Octopus,12,0.1331360946745562,4,15,11,3,10,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,47
Ogre,11,2.618343195266272,19,8,16,5,7,7,0,0,0,0,0,0,2,0,0,1,0,0,0,0,62
Ogre Battering Ram,11,3.3727810650887573,19,8,16,5,7,7,0,0,0,0,0,0,4,0,0,1,0,0,0,0,62
Ogre Bolt Launcher,13,2.618343195266272,19,12,16,5,7,7,0,0,0,0,0,0,2,0,0,1,0,0,0,0,66
Ogre Chain Brute,11,2.618343195266272,19,8,16,5,7,7,0,0,0,0,0,0,3,0,0,1,0,0,0,0,62
Ogre Goblin Hucker,11,2.618343195266272,19,8,16,5,7,7,0,0,0,0,0,0,2,0,0,1,0,0,0,0,62
Ogre Howdah,15,2.618343195266272,19,8,16,5,7,7,0,0,0,0,0,0,2,0,0,1,0,0,0,0,62
Ogre Skeleton,11,2.618343195266272,19,8,16,5,7,7,0,0,1,0,1,2,2,0,0,1,0,0,0,0,62
Ogre Zombie,8,3.7721893491124256,19,6,18,3,6,5,1,0,0,0,1,1,2,0,0,1,0,0,0,0,57
Oinoloth,17,5.281065088757396,19,17,18,17,16,19,2,3,0,5,2,1,12,0,0,0,1,0,0,0,106
Old Troglodyte,11,0.5769230769230769,14,10,14,6,10,6,0,1,0,0,0,0,0.125,0,0,0,1,0,0,0,60
One-Eyed Shiver,12,2.1745562130177514,10,14,12,13,13,17,0,3,0,0,1,0,3,0,0,0,1,0,0,0,79
Oni,16,4.881656804733727,19,11,16,14,12,15,4,3,0,0,0,0,7,0,0,1,0,0,0,0,87
Ooze Master,9,6.124260355029586,16,1,20,17,10,16,2,2,0,4,3,8,10,0,1,0,0,0,0,0,80
Oracle,15,1.952662721893491,10,14,12,13,16,15,2,3,0,0,0,0,4,0,0,0,1,0,0,0,80
Oracle of Strixhaven,12,6.65680473372781,12,15,16,21,20,18,4,5,0,0,0,2,15,0,0,0,1,0,0,0,102
Orc,13,0.665680473372781,16,12,16,7,11,10,0,1,0,0,0,0,0.5,0,0,0,1,0,0,0,72
Orc Blade of Ilneval,18,2.662721893491124,17,11,17,10,12,14,1,3,0,0,0,0,4,0,0,0,1,0,0,0,81
Orc Claw of Luthic,14,1.997041420118343,14,15,16,10,15,11,0,3,0,0,0,0,2,0,0,0,1,0,0,0,81
Orc Commoner,10,0.17751479289940827,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60
Orc Eye of Gruumsh,16,1.997041420118343,16,12,17,9,13,12,0,2,0,0,0,0,2,0,0,0,1,0,0,0,79
Orc Hand of Yurtrus,12,1.331360946745562,12,11,16,11,14,9,0,4,0,0,0,0,2,0,0,0,1,0,0,0,73
Orc Nurtured One of Yurtrus,9,1.331360946745562,15,8,16,7,11,7,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,64
Orc Red Fang of Shargaas,15,2.3076923076923075,11,16,15,9,11,9,0,3,0,0,0,0,3,0,0,0,1,0,0,0,71
Orc War Chief,16,4.127218934911243,18,12,18,11,11,16,3,1,0,0,0,0,4,0,0,0,1,0,0,0,86
Orcus,17,17.973372781065088,27,14,25,20,20,25,3,2,0,3,4,4,26,0,1,0,0,0,0,0,131
Oread,16,2.1745562130177514,14,14,12,11,13,18,0,3,0,0,2,3,4,0,0,0,1,0,0,0,82
Oriq Blood Mage,16,5.636094674556213,11,14,18,20,12,12,4,3,0,1,0,1,9,0,0,0,1,0,0,0,87
Oriq Recruiter,16,2.4408284023668636,10,14,12,17,15,18,3,4,0,1,0,2,4,0,0,0,1,0,0,0,86
Orog,18,1.863905325443787,18,12,18,12,11,12,0,2,0,0,0,0,2,0,0,0,1,0,0,0,83
Orthon,17,4.659763313609467,22,16,21,15,15,16,3,3,0,3,2,3,10,0,0,1,0,0,0,0,105
Orzhov Giant,18,3.727810650887574,23,13,21,12,13,8,3,0,0,0,0,0,6,0,0,1,0,0,0,0,90
Otyugh,14,5.059171597633136,16,11,19,6,13,6,1,0,0,0,0,0,5,0,0,1,0,0,0,0,71
Owl,11,0.04437869822485207,3,13,8,2,12,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,45
Owlbear,13,2.618343195266272,20,12,17,3,12,7,0,1,0,0,0,0,3,0,0,1,0,0,0,0,71
Ox,10,0.665680473372781,18,10,14,2,10,4,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,58
Panopticus Wizard,10,0.3994082840236686,10,10,10,14,10,11,0,2,0,1,0,0,0.25,0,0,0,1,0,0,0,65
Panther,12,0.5769230769230769,14,15,10,3,14,7,0,2,0,0,0,0,0.25,0,0,0,1,0,0,0,63
Paper Bird,13,0.04437869822485207,5,16,8,2,14,6,0,1,1,0,2,4,0,0,0,0,0,0,0,1,51
Paper Whirlwind,12,1.0650887573964496,6,14,8,3,12,6,0,1,1,3,0,8,0.25,0,0,0,1,0,0,0,49
Parasite-infested Behir,17,7.455621301775148,23,16,18,7,14,12,0,2,0,0,1,0,11,0,1,0,0,0,0,0,90
Pari,16,7.988165680473372,20,20,20,20,22,22,3,2,0,4,0,3,13,0,0,0,1,0,0,0,124
Peacock,10,0.22189349112426035,7,10,13,2,12,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,48
Pegasus,12,2.618343195266272,18,15,16,10,15,13,3,1,0,0,0,0,2,0,0,1,0,0,0,0,87
Pentadrone,16,1.4201183431952662,15,14,12,10,10,13,0,1,0,0,0,0,2,0,0,1,0,0,0,0,74
Peryton,13,1.4644970414201182,16,12,13,9,12,10,0,1,0,3,0,0,2,0,0,0,1,0,0,0,72
Pest Mascot,13,0.9763313609467456,11,14,17,5,13,4,0,1,0,0,0,0,0.25,0,0,0,0,0,0,1,64
Phantom Warrior,16,1.997041420118343,16,11,16,8,10,15,0,2,0,3,3,9,3,0,0,0,1,0,0,0,76
Phase Spider,13,1.4201183431952662,15,15,12,6,10,6,0,1,0,0,0,0,3,0,0,1,0,0,0,0,64
Phoenix,18,7.766272189349112,19,26,25,2,21,18,2,0,0,3,2,8,16,1,0,0,0,0,0,0,111
Phylaskia,18,4.615384615384615,20,15,18,10,16,14,2,2,0,0,2,6,9,0,0,1,0,0,0,0,93
Piercer,15,0.9763313609467456,10,13,16,1,7,3,0,1,0,0,0,0,0.5,0,0,0,1,0,0,0,50
Pig,11,0.22189349112426035,13,11,12,2,9,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52
Pirate Bosun,12,1.198224852071006,16,11,13,11,10,13,0,2,0,0,0,0,0.5,0,0,0,1,0,0,0,74
Pirate Captain,14,1.997041420118343,16,14,14,11,10,14,0,2,0,0,0,0,2,0,0,0,1,0,0,0,79
Pirate Deck Wizard,12,1.4201183431952662,10,14,14,16,13,11,0,2,0,0,0,0,1,0,0,0,1,0,0,0,78
Pirate First Mate,16,1.1538461538461537,14,11,14,11,10,13,0,2,0,0,0,0,1,0,0,0,1,0,0,0,73
Pit Fiend,19,13.31360946745562,26,14,24,22,18,24,3,0,0,3,2,1,20,0,0,1,0,0,0,0,128
Pixie,15,0.04437869822485207,2,20,8,10,14,15,0,2,0,0,0,0,0.25,0,0,0,0,0,0,1,69
Planetar,19,8.875739644970414,24,20,24,19,22,25,3,1,0,3,0,3,16,0,0,1,0,0,0,0,134
Plasmoid Boss,11,3.6390532544378695,18,12,14,14,13,15,2,3,0,2,0,0,4,0,0,1,0,0,0,0,86
Plasmoid Explorer,11,0.7100591715976331,13,12,12,10,14,10,0,2,0,2,0,0,0.25,0,0,0,1,0,0,0,71
Plasmoid Warrior,16,3.150887573964497,16,14,14,10,11,10,0,2,0,2,0,0,3,0,0,0,1,0,0,0,75
Plesiosaurus,13,3.0177514792899407,18,15,16,2,12,5,0,2,0,0,0,0,2,0,0,1,0,0,0,0,68
Podling,10,1.1538461538461537,15,11,14,10,10,10,0,0,0,0,0,2,0.5,0,0,0,1,0,0,0,70
Poison Weird,13,2.57396449704142,17,16,13,11,10,10,0,0,0,3,1,7,4,0,0,1,0,0,0,0,77
Poisonous Snake,13,0.08875739644970414,2,16,11,1,10,3,0,0,0,0,0,0,0.125,0,0,0,0,0,0,1,43
Polar Bear,12,1.863905325443787,20,10,16,2,13,7,0,1,0,0,0,0,2,0,0,1,0,0,0,0,68
Poltergeist,12,0.9763313609467456,1,14,11,10,10,11,0,0,0,7,2,9,2,0,0,0,1,0,0,0,57
Polukranos,17,10.29585798816568,25,15,21,4,14,10,0,1,0,0,1,0,19,1,0,0,0,0,0,0,89
Pony,10,0.4881656804733728,15,10,13,2,11,7,0,0,0,0,0,0,0.125,0,0,0,1,0,0,0,58
Precognitive Mage,11,2.79585798816568,9,13,10,18,13,11,2,1,0,0,0,0,3,0,0,0,1,0,0,0,74
Priest,13,1.198224852071006,10,10,12,13,16,13,0,3,0,0,0,0,2,0,0,0,1,0,0,0,74
Priest of Osybus,14,2.662721893491124,10,14,16,18,17,11,3,0,0,0,0,1,6,0,0,0,1,0,0,0,86
Prismari Apprentice,12,1.952662721893491,10,14,13,12,13,15,2,3,0,0,0,0,2,0,0,0,1,1,1,0,77
Prismari Pledgemage,12,2.9289940828402363,10,15,13,12,14,17,2,3,0,0,0,0,4,0,0,0,1,1,1,0,81
Prismari Professor of Expression,13,4.304733727810651,14,16,15,15,13,19,4,5,0,2,0,0,7,0,0,0,1,1,1,0,92
Prismari Professor of Perfection,13,4.304733727810651,14,16,15,15,13,19,4,5,0,1,0,0,7,0,0,0,1,1,1,0,92
Prophetess Dran,14,1.198224852071006,14,10,12,13,16,13,0,3,0,0,0,0,2,0,0,0,1,0,0,0,78
Pseudodragon,13,0.3106508875739645,6,15,13,10,12,10,0,2,0,0,0,0,0.25,0,0,0,0,0,0,1,66
Psurlon,15,1.997041420118343,14,14,14,17,11,7,0,0,0,1,0,2,2,0,0,0,1,0,0,0,77
Psurlon Leader,15,5.636094674556213,16,14,16,20,11,7,2,1,0,1,0,2,6,0,0,0,1,0,0,0,84
Psurlon Ringer,13,1.3757396449704142,10,11,10,17,11,7,0,0,0,1,0,1,1,0,0,0,1,0,0,0,66
Pterafolk,12,1.1538461538461537,15,13,12,9,10,11,0,2,0,0,0,0,1,0,0,1,0,0,0,0,70
Pteranodon,13,0.5769230769230769,12,15,10,2,9,5,0,1,0,0,0,0,0.25,0,0,0,1,0,0,0,53
Purple Worm,18,10.961538461538462,28,7,22,1,8,4,2,0,0,0,0,0,15,1,0,0,0,0,0,0,70
Purple Wormling,12,1.863905325443787,16,7,16,1,6,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,48
Quadrone,16,0.9763313609467456,12,14,12,10,10,11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,69
Quaggoth,13,1.997041420118343,17,12,16,6,12,7,0,1,0,0,1,1,2,0,0,0,1,0,0,0,70
Quaggoth Spore Servant,13,1.997041420118343,17,12,16,2,6,1,0,0,0,0,1,5,1,0,0,0,1,0,0,0,54
Quaggoth Thonot,13,1.997041420118343,17,12,16,6,12,7,0,1,0,0,1,1,3,0,0,0,1,0,0,0,70
Quandrix Apprentice,11,1.952662721893491,10,12,13,15,14,11,2,3,0,0,0,0,2,0,0,0,1,1,1,0,75
Quandrix Pledgemage,12,2.9289940828402363,10,14,13,17,14,11,2,3,0,0,0,0,4,0,0,0,1,1,1,0,79
Quandrix Professor of Substance,12,4.615384615384615,11,14,14,19,14,13,4,4,0,1,0,0,7,0,0,0,1,1,1,0,85
Quandrix Professor of Theory,12,4.304733727810651,11,14,14,19,15,13,4,4,0,1,0,2,7,0,0,0,1,1,1,0,86
Quasit,13,0.3106508875739645,5,17,10,7,10,10,0,1,0,5,1,1,1,0,0,0,0,0,0,1,59
Quetzalcoatlus,13,1.331360946745562,15,13,13,2,10,5,0,1,0,0,0,0,2,0,1,0,0,0,0,0,58
Quickling,16,0.4437869822485207,4,23,13,10,12,7,0,4,0,0,0,0,1,0,0,0,0,0,0,1,69
Quipper,13,0.04437869822485207,2,16,9,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37
Radiant Idol,18,6.301775147928994,23,18,19,17,20,21,2,4,0,3,0,3,11,0,0,1,0,0,0,0,118
Rak Tulkhesh,23,21.21301775147929,29,19,27,21,22,26,4,3,0,3,3,6,28,0,1,0,0,0,0,0,144
Rakdos,20,13.31360946745562,26,15,22,14,18,30,4,3,0,3,2,4,24,0,1,0,0,0,0,0,125
Rakdos Lampooner,12,1.198224852071006,11,12,13,12,9,18,0,2,0,0,0,0,2,0,0,0,1,0,0,0,75
"Rakdos Performer, Blade Juggler",13,0.9763313609467456,13,17,12,10,8,15,2,2,0,0,0,0,1,0,0,0,1,0,0,0,75
"Rakdos Performer, Fire Eater",13,0.9763313609467456,13,17,12,10,8,15,2,2,0,0,0,0,1,0,0,0,1,0,0,0,75
"Rakdos Performer, High-Wire Acrobat",13,0.9763313609467456,13,17,12,10,8,15,2,2,0,0,0,0,1,0,0,0,1,0,0,0,75
Rakshasa,16,4.881656804733727,14,17,18,13,16,20,0,2,1,0,3,0,13,0,0,0,1,0,0,0,98
Rat,10,0.04437869822485207,2,11,9,2,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38
Raven,12,0.04437869822485207,2,14,8,2,12,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,44
Razerblast,17,4.970414201183432,16,11,16,9,10,13,0,2,0,0,1,0,5,0,0,0,1,0,0,0,75
Reaper of Bhaal,15,1.198224852071006,11,20,13,15,12,16,0,4,0,0,0,0,2,0,0,0,1,0,0,0,87
Reckoner,18,2.3076923076923075,16,12,15,15,12,10,0,3,0,0,0,0,4,0,0,0,1,0,0,0,80
Red Abishai,22,12.825443786982248,23,16,19,14,15,19,3,2,0,3,2,2,19,0,0,0,1,0,0,0,106
Red Dragon Wyrmling,17,3.328402366863905,19,10,17,12,11,15,4,2,0,0,1,0,4,0,0,0,1,0,0,0,84
Red Greatwyrm,22,23.653846153846153,30,14,30,21,20,26,4,3,0,0,1,3,27,1,0,0,0,0,0,0,141
Red Slaad,14,4.127218934911243,16,12,16,6,6,7,0,1,0,5,0,0,5,0,0,1,0,0,0,0,63
Red Wizard,12,1.7751479289940828,9,14,11,17,12,11,2,2,0,0,0,0,6,0,0,0,1,0,0,0,74
Redbrand Ruffian,14,0.7100591715976331,11,14,12,9,9,11,0,1,0,0,0,0,0.5,0,0,0,1,0,0,0,66
Redcap,14,1.997041420118343,18,13,18,10,12,9,0,2,0,0,0,0,3,0,0,0,0,0,1,0,80
Reduced-Threat Aboleth,17,2.9733727810650885,21,9,15,18,15,18,3,2,0,0,0,0,10,0,0,1,0,0,0,0,96
Reduced-Threat Basilisk,15,1.1538461538461537,16,8,15,2,8,7,0,0,0,0,0,0,3,0,0,0,1,0,0,0,56
Reduced-Threat Behir,17,3.727810650887574,23,16,18,7,14,12,0,2,0,0,1,0,11,0,0,1,0,0,0,0,90
Reduced-Threat Beholder,18,3.994082840236686,10,14,18,17,15,17,3,1,0,0,0,1,13,0,0,1,0,0,0,0,91
Reduced-Threat Black Pudding,7,1.863905325443787,16,5,16,1,6,1,0,0,0,0,4,6,4,0,0,1,0,0,0,0,45
Reduced-Threat Carrion Crawler,13,1.1094674556213018,14,13,16,1,12,5,0,1,0,0,0,0,2,0,0,1,0,0,0,0,61
Reduced-Threat Clay Golem,14,2.9289940828402363,20,9,18,3,8,1,0,0,0,0,5,6,9,0,0,1,0,0,0,0,59
Reduced-Threat Darkmantle,11,0.4881656804733728,16,12,13,2,10,5,0,1,0,0,0,0,0.5,0,0,0,0,0,1,0,58
Reduced-Threat Displacer Beast,13,1.863905325443787,18,15,16,6,12,8,0,0,0,0,0,0,3,0,0,1,0,0,0,0,75
Reduced-Threat Dragon Turtle,20,7.544378698224851,25,10,20,10,12,12,3,0,0,1,0,0,17,0,0,1,0,0,0,0,89
Reduced-Threat Ettercap,13,0.9763313609467456,14,15,13,7,12,8,0,3,0,0,0,0,2,0,0,0,1,0,0,0,69
Reduced-Threat Flesh Golem,9,2.0414201183431953,19,9,18,6,10,5,0,0,0,0,4,6,5,0,0,0,1,0,0,0,67
Reduced-Threat Glabrezu,17,3.4615384615384612,20,15,21,19,17,16,4,0,0,5,1,1,9,0,0,1,0,0,0,0,108
Reduced-Threat Gray Ooze,8,0.4881656804733728,12,6,16,1,6,2,0,1,0,3,0,6,0.5,0,0,0,1,0,0,0,43
Reduced-Threat Helmed Horror,20,1.331360946745562,18,13,16,10,10,10,0,1,0,3,3,8,4,0,0,0,1,0,0,0,77
Reduced-Threat Hezrou,16,3.0177514792899407,19,17,20,5,12,13,3,0,0,5,1,1,8,0,0,1,0,0,0,0,86
Reduced-Threat Hook Horror,15,1.6420118343195265,18,10,15,6,12,7,0,1,0,0,0,0,3,0,0,1,0,0,0,0,68
Reduced-Threat Ochre Jelly,8,0.9763313609467456,15,6,14,2,6,1,0,0,0,1,2,6,2,0,0,1,0,0,0,0,44
Reduced-Threat Otyugh,14,2.529585798816568,16,11,19,6,13,6,1,0,0,0,0,0,5,0,0,1,0,0,0,0,71
Reduced-Threat Owlbear,13,1.28698224852071,20,12,17,3,12,7,0,1,0,0,0,0,3,0,0,1,0,0,0,0,71
Reduced-Threat Peryton,13,0.7100591715976331,16,12,13,9,12,10,0,1,0,3,0,0,2,0,0,0,1,0,0,0,72
Reduced-Threat Remorhaz,17,4.304733727810651,24,13,21,4,10,5,0,0,0,0,2,0,11,0,0,1,0,0,0,0,77
Reduced-Threat Stone Golem,17,3.949704142011834,22,9,20,3,11,1,0,0,0,0,4,6,10,0,0,1,0,0,0,0,66
Reduced-Threat Vrock,15,2.3076923076923075,17,15,18,8,13,8,3,0,0,5,1,1,6,0,0,1,0,0,0,0,79
Reduced-Threat Wight,14,0.9763313609467456,15,14,16,10,13,15,0,2,0,3,1,2,3,0,0,0,1,0,0,0,83
Reduced-Threat Wyvern,13,2.4408284023668636,19,10,16,5,12,6,0,1,0,0,0,0,6,0,0,1,0,0,0,0,68
Reef Shark,12,0.9763313609467456,14,13,13,1,10,4,0,1,0,0,0,0,0.5,0,0,0,1,0,0,0,55
Reflection,12,0.7100591715976331,6,14,13,6,10,8,0,1,1,5,2,8,0.5,0,0,0,1,0,0,0,57
Regenerating Black Pudding,7,3.7721893491124256,16,5,16,6,6,1,0,0,0,0,4,6,5,0,0,1,0,0,0,0,50
Reghed Chieftain,16,4.970414201183432,18,15,16,10,12,15,3,3,0,0,0,0,5,0,0,0,1,0,0,0,86
Reghed Great Warrior,16,4.970414201183432,18,15,16,10,12,15,3,3,0,0,0,0,5,0,0,0,1,0,0,0,86
Reghed Shaman,11,1.198224852071006,10,12,13,12,15,11,0,4,0,0,0,0,2,0,0,0,1,0,0,0,73
Reghed Warrior,12,0.4881656804733728,13,11,12,8,11,8,0,1,0,0,0,0,0.125,0,0,0,1,0,0,0,63
Reigar,19,3.6390532544378695,18,15,12,19,16,24,4,4,0,0,0,0,8,0,0,0,1,0,0,0,104
Reindeer,10,0.5769230769230769,16,10,12,2,10,6,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,56
Relentless Juggernaut,17,7.144970414201183,22,12,22,8,15,16,3,2,0,0,0,3,12,0,0,1,0,0,0,0,95
Relentless Slasher,15,3.727810650887574,12,18,14,14,15,16,4,3,0,0,0,2,8,0,0,0,1,0,0,0,89
Relic Sloth,13,3.3727810650887573,20,9,17,2,12,8,0,1,0,0,0,0,2,0,1,0,0,0,0,0,68
Remorhaz,17,8.653846153846153,24,13,21,4,10,5,0,0,0,0,2,0,11,0,1,0,0,0,0,0,77
Replica Duodrone,15,0.4881656804733728,11,13,12,6,10,7,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,59
Replica Monodrone,15,0.22189349112426035,10,13,12,4,10,5,0,0,0,0,0,0,0.125,0,0,0,1,0,0,0,54
Replica Pentadrone,16,1.4201183431952662,15,14,12,10,10,13,0,1,0,0,0,0,2,0,0,1,0,0,0,0,74
Replica Quadrone,16,0.9763313609467456,12,14,12,10,10,11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,69
Replica Tridrone,15,0.7100591715976331,12,13,12,9,10,9,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,65
Retriever,19,9.319526627218934,22,16,20,3,11,4,3,2,0,0,5,5,14,0,0,1,0,0,0,0,76
Returned Drifter,13,0.4881656804733728,14,15,12,10,12,11,0,0,0,1,1,1,0.25,0,0,0,1,0,0,0,74
Returned Kakomantis,15,2.8846153846153846,10,17,14,13,12,15,0,3,0,1,1,1,4,0,0,0,1,0,0,0,81
Returned Palamnite,15,2.8846153846153846,10,17,14,13,12,15,0,3,0,1,1,1,4,0,0,0,1,0,0,0,81
Returned Sentry,15,0.9763313609467456,16,15,12,10,12,11,0,0,0,1,1,1,1,0,0,0,1,0,0,0,76
Revenant,13,6.035502958579881,18,14,18,13,16,18,4,0,0,2,1,6,5,0,0,0,1,0,0,0,97
Rhinoceros,11,1.997041420118343,21,8,15,2,12,6,0,0,0,0,0,0,2,0,0,1,0,0,0,0,64
Riding Horse,10,0.5769230769230769,16,10,12,2,11,7,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,58
Rip Tide Priest,13,2.3076923076923075,15,11,14,10,11,16,0,3,0,0,0,0,2,0,0,0,1,0,0,0,77
Riverine,14,9.053254437869821,20,19,17,12,16,21,3,3,0,2,0,0,12,0,0,1,0,0,0,0,105
Roc,15,11.005917159763314,28,10,20,3,10,9,4,1,0,0,0,0,11,1,0,0,0,0,0,0,80
Rock Gnome Recluse,10,0.3106508875739645,6,11,10,15,10,13,0,2,0,0,0,0,0.25,0,0,0,0,0,1,0,65
Rooster,13,0.04437869822485207,5,16,8,2,14,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,51
Roper,20,4.127218934911243,18,8,17,7,16,6,0,2,0,0,0,0,5,0,0,1,0,0,0,0,72
Rot Troll,16,6.124260355029586,18,13,22,5,8,4,0,1,0,0,1,0,9,0,0,1,0,0,0,0,70
Rothé,10,0.665680473372781,18,10,14,2,10,4,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,58
Rowboat Mimic,12,2.9733727810650885,17,12,15,5,13,8,0,1,0,0,1,1,2,0,0,1,0,0,0,0,70
Rubblebelt Stalker,14,0.4881656804733728,10,15,12,10,14,8,0,3,0,0,0,0,0.5,0,0,0,1,0,0,0,69
Rug of Smothering,12,1.4644970414201182,17,14,10,1,3,1,0,0,0,0,2,7,2,0,0,1,0,0,0,0,46
Ruidium Elephant,16,6.124260355029586,24,9,21,3,11,6,0,0,0,0,0,2,8,0,1,0,0,0,0,0,74
Ruin Grinder,16,3.6390532544378695,22,13,15,3,10,1,0,0,0,0,2,5,5,0,0,1,0,0,0,0,64
Runed Behir,17,7.455621301775148,23,16,18,7,14,12,0,2,0,0,1,0,11,0,1,0,0,0,0,0,90
Rust Monster,14,1.198224852071006,13,12,13,2,13,6,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,59
